PanelID,Type,Life,Burn-in,Long-termDegradation,Burn-inPeakSunHours,Cost,PowerDensity,EnergyEfficiency
66,0x13f503,11.0,0.05,0.01,500.0,0.245,196.0,0.2
67,0x8669dd,11.0,0.02,0.01,500.0,0.245,196.0,0.2
68,0x898c15,20.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
69,0xded7f,20.0,0.05,0.02,500.0,0.245,204.8911618,0.2090726140816326
70,0x7d3fc6,11.0,0.05,0.01,10.0,0.245,204.8911618,0.2090726140816326
71,0x561fb7,10.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
72,0xa3b44,10.0,0.3,0.01,10.0,0.245,204.8911618,0.2090726140816326
73,0xd852ab,20.0,0.2,0.01,500.0,0.245,196.0,0.2
74,0xb10ae1,20.0,0.02,0.01,500.0,0.245,196.0,0.2
75,0x7dfdc1,10.0,0.02,0.01,500.0,0.245,196.0,0.2
76,0xc1e2bc,11.0,0.02,0.01,500.0,0.245,196.0,0.2
77,0x8b367a,25.0,0.02,0.01,500.0,0.245,196.0,0.2
78,0x4bb005,10.0,0.06,0.01,500.0,0.245,204.8911618,0.2090726140816326
79,0xb76849,10.0,0.02,0.01,500.0,0.245,196.0,0.2
80,0x982528,10.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
81,0x17b387,10.0,0.1,0.01,500.0,0.245,196.0,0.2
82,0x67c4f9,25.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
83,0xa8ceba,10.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
84,0x35d8e1,20.0,0.02,0.02,10.0,0.245,196.0,0.2
85,0xddbe27,10.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
86,0x4f2bff,20.0,0.1,0.01,10.0,0.245,184.4020456,0.18816535265306122
87,0xb4fadf,20.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
88,0x1abaf0,10.0,0.1,0.01,500.0,0.245,196.0,0.2
89,0x2480eb,20.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
90,0xe2d89,20.0,0.02,0.02,500.0,0.245,196.0,0.2
91,0x5ccfd4,30.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
92,0x242c3f,20.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
93,0x605f61,20.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
94,0xb4c3cb,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
95,0x6b6efb,20.0,0.05,0.01,500.0,0.245,196.0,0.2
96,0xd1c677,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
97,0x44b552,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
98,0x509e61,20.0,0.02,0.01,500.0,0.245,196.0,0.2
99,0x3e17dc,11.0,0.06,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
100,0x6cf7ea,10.0,0.02,0.01,500.0,0.245,196.0,0.2
101,0xb0b77e,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
102,0x9cb714,20.0,0.05,0.01,500.0,0.245,196.0,0.2
103,0x9ae4b5,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
104,0x4034df,25.0,0.1,0.01,500.0,0.245,196.0,0.2
105,0xbb6d68,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
106,0x6387b6,25.0,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
107,0xc7d524,11.0,0.02,0.01,500.0,0.245,196.0,0.2
108,0xd2e300,20.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
109,0x6dfe0,30.0,0.02,0.02,500.0,0.245,196.0,0.2
110,0xf681e6,10.0,0.02,0.02,500.0,0.245,196.0,0.2
111,0x297d16,11.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
112,0xc0f975,10.0,0.02,0.01,292.8139743402827,0.245,196.0,0.2
113,0xd3e8ea,13.568738738961702,0.02,0.02,500.0,0.245,196.0,0.2
114,0xd6c4fb,20.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
115,0xa29713,20.0,0.02,0.01,500.0,0.245,196.0,0.2
116,0xc33a22,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
117,0x13fb03,11.0,0.02,0.01,500.0,0.245,196.0,0.2
118,0xb7d062,20.0,0.05,0.02,10.0,0.245,204.8911618,0.2090726140816326
119,0x81e8b6,20.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
120,0xff87cd,20.0,0.02,0.01,500.0,0.245,196.0,0.2
121,0xe2be2f,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
122,0x596203,9.0,0.02,0.02,500.0,0.245,196.0,0.2
123,0x4497bc,20.0,0.02,0.01,500.0,0.245,196.0,0.2
124,0xe04f1d,20.0,0.05,0.01,500.0,0.245,196.0,0.2
125,0xf17f34,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
126,0xf69905,20.0,0.05,0.02,500.0,0.245,196.0,0.2
127,0x5b3544,20.0,0.05,0.02,500.0,0.245,196.0,0.2
128,0xff0ac0,10.0,0.05,0.01,500.0,0.245,184.4020456,0.18816535265306122
129,0x6b30c3,20.0,0.1,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
130,0xaa0f13,25.0,0.02,0.02,10.0,0.245,196.0,0.2
131,0x495737,10.0,0.1,0.01,500.0,0.245,196.0,0.2
132,0xa08948,10.0,0.05,0.01,500.0,0.245,196.0,0.2
133,0xfb2baa,30.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
134,0xed9dbb,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
135,0x3f30a,20.0,0.05,0.01,500.0,0.245,184.4020456,0.18816535265306122
136,0x84e3c4,25.0,0.02,0.01,500.0,0.245,196.0,0.2
137,0xce7d66,20.0,0.2,0.01,500.0,0.245,196.0,0.2
138,0xce5b0b,11.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
139,0xbfd424,10.0,0.1,0.01,500.0,0.245,196.0,0.2
140,0xf24e6e,10.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
141,0xad1d04,30.0,0.1,0.02,500.0,0.245,196.0,0.2
142,0x1aa20e,27.5,0.05,0.02,500.0,0.245,196.0,0.2
143,0x3f5c78,20.0,0.11,0.01,10.0,0.245,196.0,0.2
144,0x6281e4,20.0,0.05,0.02,500.0,0.245,196.0,0.2
145,0xcc75dd,10.0,0.02,0.01,500.0,0.245,196.0,0.2
146,0x569600,10.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
147,0x7495cc,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
148,0x4a8287,30.0,0.02,0.01,500.0,0.245,196.0,0.2
149,0xeeafa1,20.0,0.05,0.01,500.0,0.245,196.0,0.2
150,0x4297c6,27.5,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
151,0x2e0202,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
152,0x9327d,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
153,0xcf27d,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
154,0xe6ba92,20.0,0.1,0.01,500.0,0.245,196.0,0.2
155,0xe140d8,20.0,0.05,0.02,500.0,0.245,204.8911618,0.2090726140816326
156,0xffd999,33.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
157,0x5742d9,20.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
158,0x51998b,10.0,0.1,0.02,500.0,0.245,196.0,0.2
159,0x53abe7,20.0,0.05,0.01,500.0,0.245,196.0,0.2
160,0x21f79b,25.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
161,0x3d8e98,30.0,0.11,0.02,10.0,0.245,204.8911618,0.2090726140816326
162,0xe808f0,22.0,0.05,0.02,500.0,0.245,196.0,0.2
163,0x41d692,10.0,0.1,0.02,10.0,0.245,196.0,0.2
164,0xe4250a,27.5,0.02,0.01,500.0,0.245,196.0,0.2
165,0xb0fafa,30.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
166,0xeae215,20.0,0.1,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
167,0x1628d4,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
168,0x9f07ac,25.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
169,0xd1bc56,10.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
170,0x5854ed,20.0,0.1,0.01,500.0,0.245,196.0,0.2
171,0x5a19b5,20.0,0.02,0.01,500.0,0.245,196.0,0.2
172,0xbf7f4f,20.0,0.1,0.01,500.0,0.245,196.0,0.2
173,0x369bf9,20.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
174,0x163ce9,20.0,0.02,0.02,500.0,0.245,196.0,0.2
175,0x4ea3f0,27.5,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
176,0xbef096,20.0,0.05,0.01,10.0,0.245,204.8911618,0.2090726140816326
177,0x13f15a,10.0,0.11,0.01,500.0,0.245,184.4020456,0.18816535265306122
178,0x660c21,20.0,0.1,0.01,500.0,0.245,196.0,0.2
179,0xd96fd9,11.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
180,0xe2edac,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
181,0xb37df6,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
182,0x40bdd0,20.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
183,0xec6545,33.0,0.02,0.01,500.0,0.245,196.0,0.2
184,0xffd4f3,10.0,0.1,0.02,500.0,0.245,196.0,0.2
185,0x606f0a,11.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
186,0x56f02a,10.0,0.02,0.02,10.0,0.245,196.0,0.2
187,0x9045bb,20.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
188,0xf7dddf,25.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
189,0xe22b35,11.0,0.02,0.02,10.0,0.245,225.38027799999998,0.22997987551020405
190,0x467e79,20.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
191,0xe67e74,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
192,0x30c2d9,20.0,0.02,0.01,500.0,0.245,196.0,0.2
193,0x156300,11.0,0.02,0.01,500.0,0.245,196.0,0.2
194,0x1c4386,20.0,0.1,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
195,0x775eb4,10.0,0.02,0.01,500.0,0.245,196.0,0.2
196,0x93f244,33.0,0.1509462463404808,0.01,10.0,0.245,196.0,0.2
197,0x46572a,20.0,0.2,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
198,0x12f615,10.0,0.05,0.01,500.0,0.245,196.0,0.2
199,0xab0c22,11.884490315676928,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
200,0x5842ac,20.0,0.05,0.02,10.0,0.245,196.0,0.2
201,0x634a96,11.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
202,0xb4ca33,10.0,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
203,0xd96e34,20.0,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
204,0xe5029c,20.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
205,0x4d2591,20.0,0.02,0.01,10.0,0.245,196.0,0.2
206,0xeab139,20.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
207,0x82b5f7,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
208,0x893ba1,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
209,0x487d74,27.5,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
210,0x5dd409,20.0,0.02,0.01,500.0,0.245,196.0,0.2
211,0x5af66f,30.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
212,0x8c77ea,20.0,0.05,0.02,500.0,0.245,196.0,0.2
213,0x7d1198,20.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
214,0xca163b,20.0,0.18,0.01,500.0,0.245,204.8911618,0.2090726140816326
215,0xb965b9,20.0,0.02,0.01,500.0,0.245,196.0,0.2
216,0xa4835f,20.0,0.2,0.01,500.0,0.245,184.4020456,0.18816535265306122
217,0xca6bda,18.0,0.43104924970703035,0.01,500.0,0.245,204.8911618,0.2090726140816326
218,0xb38f32,25.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
219,0x3963f9,20.0,0.02,0.02,10.0,0.245,204.8911618,0.2090726140816326
220,0x6c089,30.0,0.02,0.01,500.0,0.245,196.0,0.2
221,0x33423b,30.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
222,0x1fa39a,30.0,0.02,0.02,500.0,0.245,196.0,0.2
223,0x3058e3,20.0,0.02,0.02,500.0,0.245,196.0,0.2
224,0x2e059f,20.0,0.1,0.02,10.0,0.245,184.4020456,0.18816535265306122
225,0xdc8fee,10.0,0.02,0.01,500.0,0.245,196.0,0.2
226,0x193f24,25.0,0.2,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
227,0x676d6a,20.0,0.02,0.02,500.0,0.245,196.0,0.2
228,0x52d6b3,20.0,0.02,0.02,10.0,0.245,204.8911618,0.2090726140816326
229,0x86d5d9,25.0,0.05,0.02,500.0,0.245,196.0,0.2
230,0x89b5d9,20.0,0.2,0.01,500.0,0.245,204.8911618,0.2090726140816326
231,0x14a85,10.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
232,0x96cdb9,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
233,0x515586,20.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
234,0x4aff5d,10.0,0.02,0.01,500.0,0.245,196.0,0.2
235,0x309499,20.0,0.02,0.01,500.0,0.245,196.0,0.2
236,0x8b9497,10.0,0.1,0.01,241.82321895338958,0.245,184.4020456,0.18816535265306122
237,0xad1e48,20.0,0.02,0.01,500.0,0.245,196.0,0.2
238,0xb38c42,20.0,0.02,0.01,500.0,0.245,196.0,0.2
239,0x493fd3,10.0,0.1,0.01,500.0,0.245,196.0,0.2
240,0x7ad914,20.0,0.02,0.02,10.0,0.245,196.0,0.2
241,0x9c76f4,20.0,0.05,0.01,500.0,0.245,196.0,0.2
242,0xea7751,25.0,0.02,0.01,500.0,0.245,196.0,0.2
243,0xe3a018,33.0,0.05,0.01,500.0,0.245,196.0,0.2
244,0x73d347,20.0,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
245,0x3d5746,25.0,0.2,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
246,0xdcd0f3,20.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
247,0xb98f1d,11.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
248,0x12332f,33.0,0.1,0.01,10.0,0.245,184.4020456,0.18816535265306122
249,0x4f5f81,20.0,0.02,0.02,500.0,0.245,196.0,0.2
250,0x67b758,20.0,0.02,0.02,500.0,0.245,196.0,0.2
251,0x42e736,20.0,0.02,0.01,10.0,0.245,196.0,0.2
252,0xf86a54,11.0,0.02,0.01,500.0,0.245,196.0,0.2
253,0x238884,20.0,0.1,0.01,500.0,0.245,196.0,0.2
254,0xdd1032,30.0,0.02,0.01,500.0,0.245,184.4020456,0.18816535265306122
255,0x17680b,20.0,0.2,0.02,500.0,0.245,196.0,0.2
256,0xaba7bf,20.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
257,0xfe733,20.0,0.11,0.02,500.0,0.245,196.0,0.2
258,0x487215,9.0,0.02,0.01,500.0,0.245,196.0,0.2
259,0x8bb38,30.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
260,0xf0b07c,11.0,0.1,0.01,500.0,0.245,196.0,0.2
261,0xa992ea,30.0,0.02,0.01,500.0,0.245,196.0,0.2
262,0x67d1c1,22.0,0.05,0.02,500.0,0.245,196.0,0.2
263,0x3f2718,20.0,0.02,0.01,10.0,0.245,204.8911618,0.2090726140816326
264,0x53d935,11.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
265,0x70cb7b,30.0,0.1,0.02,500.0,0.245,204.8911618,0.2090726140816326
266,0xe04fb8,11.0,0.02,0.01,10.0,0.245,196.0,0.2
267,0x7eaffe,11.0,0.1,0.01,500.0,0.245,196.0,0.2
268,0xb2e37a,25.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
269,0xe65c8c,30.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
270,0x181115,25.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
271,0x29b02d,20.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
272,0x243745,10.0,0.1,0.01,500.0,0.245,196.0,0.2
273,0x2c1a44,20.0,0.02,0.01,10.0,0.245,225.38027799999998,0.22997987551020405
274,0x6b7eb3,22.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
275,0xc69b68,20.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
276,0xed900b,30.0,0.02,0.02,500.0,0.245,196.0,0.2
277,0x1e1292,10.0,0.1,0.02,500.0,0.245,196.0,0.2
278,0xcad63d,10.0,0.1,0.02,500.0,0.245,196.0,0.2
279,0x3a1fdb,9.0,0.02,0.02,500.0,0.245,196.0,0.2
280,0x8d0ba6,20.0,0.05,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
281,0x65a0ed,20.0,0.02,0.02,500.0,0.245,196.0,0.2
282,0xea8f49,25.0,0.02,0.01,500.0,0.245,196.0,0.2
283,0x39b74,27.5,0.05,0.02,500.0,0.245,196.0,0.2
284,0x619523,10.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
285,0x6b5c6a,10.0,0.02,0.02,500.0,0.245,225.38027799999998,0.22997987551020405
286,0xc194d,10.0,0.05,0.01,500.0,0.245,204.8911618,0.2090726140816326
287,0xc3fe6f,25.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
288,0xf3d0b4,20.0,0.02,0.01,500.0,0.245,196.0,0.2
289,0x66d00b,25.0,0.02,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
290,0x97aa0c,20.0,0.02,0.02,500.0,0.245,196.0,0.2
291,0x84be1f,30.0,0.05,0.01,500.0,0.245,196.0,0.2
292,0x96f806,25.0,0.02,0.01,500.0,0.245,196.0,0.2
293,0x65190b,10.0,0.1,0.02,500.0,0.245,196.0,0.2
294,0xf963f,10.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
295,0xad8f7b,11.0,0.02,0.02,500.0,0.245,196.0,0.2
296,0xfd0a4,20.0,0.02,0.01,500.0,0.245,196.0,0.2
297,0xdb7463,25.0,0.02,0.01,500.0,0.245,196.0,0.2
298,0x25e2b2,20.0,0.02,0.01,500.0,0.245,196.0,0.2
299,0x57daa5,10.0,0.1,0.01,10.0,0.245,196.0,0.2
300,0x9dac0d,20.0,0.2,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
301,0xbc35e3,10.0,0.02,0.02,10.0,0.245,225.38027799999998,0.22997987551020405
302,0xc4453f,11.0,0.06,0.01,500.0,0.245,204.8911618,0.2090726140816326
303,0xf39e18,11.0,0.02,0.02,500.0,0.245,204.8911618,0.2090726140816326
304,0x18948e,30.0,0.02,0.01,500.0,0.245,196.0,0.2
305,0x9d8930,20.0,0.02,0.01,500.0,0.245,196.0,0.2
306,0x51f39,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
307,0x58734f,20.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
308,0xe77769,27.5,0.02,0.01,500.0,0.245,196.0,0.2
309,0x828b1,11.0,0.02,0.02,10.0,0.245,196.0,0.2
310,0x1d9474,20.0,0.1,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
311,0x969b47,25.0,0.1,0.01,10.0,0.245,196.0,0.2
312,0xfa6092,20.0,0.11,0.02,500.0,0.245,204.8911618,0.2090726140816326
313,0x3e8e88,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
314,0x6c790b,22.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
315,0x9161a,20.0,0.1,0.01,500.0,0.245,184.4020456,0.18816535265306122
316,0x5d45d5,30.0,0.1,0.02,500.0,0.245,184.4020456,0.18816535265306122
317,0x25f095,10.0,0.1,0.01,500.0,0.245,204.8911618,0.2090726140816326
318,0x856a8e,25.0,0.11,0.01,500.0,0.245,196.0,0.2
319,0x2e8656,20.0,0.05,0.01,10.0,0.245,196.0,0.2
320,0xb29243,27.5,0.02,0.01,500.0,0.245,196.0,0.2
321,0xac258e,22.0,0.05,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
322,0xd4a544,30.0,0.02,0.02,500.0,0.245,196.0,0.2
323,0xcd62db,10.0,0.1,0.02,500.0,0.245,196.0,0.2
324,0x1bd318,20.0,0.11,0.01,500.0,0.245,225.38027799999998,0.22997987551020405
325,0x55dd0f,20.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
326,0x9d2b87,20.0,0.03396455970561821,0.01,500.0,0.245,184.4020456,0.18816535265306122
327,0x90cbdf,22.0,0.05,0.01,500.0,0.245,196.0,0.2
328,0xa7d142,10.0,0.02,0.01,500.0,0.245,196.0,0.2
329,0xe87da2,30.0,0.02,0.01,500.0,0.245,196.0,0.2
330,0xa2db3c,20.0,0.05,0.02,500.0,0.245,196.0,0.2
331,0x43a282,10.0,0.02,0.01,500.0,0.245,196.0,0.2
332,0x993cac,10.0,0.02,0.02,500.0,0.245,196.0,0.2
333,0x134204,27.5,0.02,0.01,500.0,0.245,196.0,0.2
334,0x703dda,10.0,0.05,0.01,500.0,0.245,196.0,0.2
335,0x7e292e,10.0,0.1,0.02,500.0,0.245,196.0,0.2
336,0x3e3252,10.0,0.02,0.01,500.0,0.245,204.8911618,0.2090726140816326
337,0xfc601f,20.0,0.02,0.02,500.0,0.245,196.0,0.2
