PanelID,Type,Life,Burn-in,Long-termDegradation,Burn-inPeakSunHours,Cost,PowerDensity,EnergyEfficiency
20,Test Panel 20,20.000000000000,2.00%,1.00%,500.000000000000,0.220500000000,204.891161814844,20.90726140967800%
21,Test Panel 21,20.000000000000,2.00%,1.00%,500.000000000000,0.269500000000,204.891161814844,20.90726140967800%
22,Test Panel 22,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,184.402045633360,18.81653526871020%
23,Test Panel 23,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,225.380277996328,22.99798755064580%
24,Test Panel 24,30.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
25,Test Panel 25,27.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
26,Test Panel 26,33.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
27,Test Panel 27,30.000000000000,1.80%,0.70%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
28,Test Panel 28,30.000000000000,2.20%,0.70%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
29,Test Panel 29,30.000000000000,2.00%,0.63%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
30,Test Panel 30,30.000000000000,2.00%,0.77%,500.000000000000,0.245000000000,204.891161814844,20.90726140967800%
31,Test Panel 31,30.000000000000,2.00%,0.70%,500.000000000000,0.220500000000,204.891161814844,20.90726140967800%
32,Test Panel 32,30.000000000000,2.00%,0.70%,500.000000000000,0.269500000000,204.891161814844,20.90726140967800%
33,Test Panel 33,30.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,184.402045633360,18.81653526871020%
34,Test Panel 34,30.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,225.380277996328,22.99798755064580%
35,Test Panel 35,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
36,Test Panel 36,9.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
37,Test Panel 37,11.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
38,Test Panel 38,10.000000000000,1.80%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
39,Test Panel 39,10.000000000000,2.20%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
40,Test Panel 40,10.000000000000,2.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
41,Test Panel 41,10.000000000000,2.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
42,Test Panel 42,10.000000000000,2.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
43,Test Panel 43,10.000000000000,2.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
44,Test Panel 44,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
45,Test Panel 45,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
46,Test Panel 46,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
47,Test Panel 47,18.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
48,Test Panel 48,22.000000000000,2.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
49,Test Panel 49,20.000000000000,1.80%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
50,Test Panel 50,20.000000000000,2.20%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
51,Test Panel 51,20.000000000000,2.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
52,Test Panel 52,20.000000000000,2.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
53,Test Panel 53,20.000000000000,2.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
54,Test Panel 54,20.000000000000,2.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
55,Test Panel 55,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
56,Test Panel 56,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
57,Test Panel 57,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
58,Test Panel 58,18.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
59,Test Panel 59,22.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
60,Test Panel 60,20.000000000000,1.80%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
61,Test Panel 61,20.000000000000,2.20%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
62,Test Panel 62,20.000000000000,2.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
63,Test Panel 63,20.000000000000,2.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
64,Test Panel 64,20.000000000000,2.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
65,Test Panel 65,20.000000000000,2.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
66,Test Panel 66,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
67,Test Panel 67,20.000000000000,2.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
68,Test Panel 68,20.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
69,Test Panel 69,18.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
70,Test Panel 70,22.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
71,Test Panel 71,20.000000000000,1.80%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
72,Test Panel 72,20.000000000000,2.20%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
73,Test Panel 73,20.000000000000,2.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
74,Test Panel 74,20.000000000000,2.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
75,Test Panel 75,20.000000000000,2.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
76,Test Panel 76,20.000000000000,2.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
77,Test Panel 77,20.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
78,Test Panel 78,20.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
79,Test Panel 79,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
80,Test Panel 80,9.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
81,Test Panel 81,11.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
82,Test Panel 82,10.000000000000,1.80%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
83,Test Panel 83,10.000000000000,2.20%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
84,Test Panel 84,10.000000000000,2.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
85,Test Panel 85,10.000000000000,2.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
86,Test Panel 86,10.000000000000,2.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
87,Test Panel 87,10.000000000000,2.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
88,Test Panel 88,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
89,Test Panel 89,10.000000000000,2.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
90,Test Panel 90,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
91,Test Panel 91,18.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
92,Test Panel 92,22.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
93,Test Panel 93,20.000000000000,36.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
94,Test Panel 94,20.000000000000,44.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
95,Test Panel 95,20.000000000000,40.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
96,Test Panel 96,20.000000000000,40.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
97,Test Panel 97,20.000000000000,40.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
98,Test Panel 98,20.000000000000,40.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
99,Test Panel 99,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
100,Test Panel 100,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
101,Test Panel 101,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
102,Test Panel 102,18.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
103,Test Panel 103,22.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
104,Test Panel 104,20.000000000000,18.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
105,Test Panel 105,20.000000000000,22.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
106,Test Panel 106,20.000000000000,20.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
107,Test Panel 107,20.000000000000,20.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
108,Test Panel 108,20.000000000000,20.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
109,Test Panel 109,20.000000000000,20.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
110,Test Panel 110,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
111,Test Panel 111,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
112,Test Panel 112,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
113,Test Panel 113,18.000000000000,40.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
114,Test Panel 114,22.000000000000,40.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
115,Test Panel 115,20.000000000000,36.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
116,Test Panel 116,20.000000000000,44.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
117,Test Panel 117,20.000000000000,40.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
118,Test Panel 118,20.000000000000,40.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
119,Test Panel 119,20.000000000000,40.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
120,Test Panel 120,20.000000000000,40.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
121,Test Panel 121,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
122,Test Panel 122,20.000000000000,40.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
123,Test Panel 123,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
124,Test Panel 124,18.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
125,Test Panel 125,22.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
126,Test Panel 126,20.000000000000,18.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
127,Test Panel 127,20.000000000000,22.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
128,Test Panel 128,20.000000000000,20.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
129,Test Panel 129,20.000000000000,20.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
130,Test Panel 130,20.000000000000,20.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
131,Test Panel 131,20.000000000000,20.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
132,Test Panel 132,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
133,Test Panel 133,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
134,Test Panel 134,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
135,Test Panel 135,18.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
136,Test Panel 136,22.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
137,Test Panel 137,20.000000000000,4.50%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
138,Test Panel 138,20.000000000000,5.50%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
139,Test Panel 139,20.000000000000,5.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
140,Test Panel 140,20.000000000000,5.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
141,Test Panel 141,20.000000000000,5.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
142,Test Panel 142,20.000000000000,5.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
143,Test Panel 143,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
144,Test Panel 144,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
145,Test Panel 145,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
146,Test Panel 146,18.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
147,Test Panel 147,22.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
148,Test Panel 148,20.000000000000,9.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
149,Test Panel 149,20.000000000000,11.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
150,Test Panel 150,20.000000000000,10.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
151,Test Panel 151,20.000000000000,10.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
152,Test Panel 152,20.000000000000,10.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
153,Test Panel 153,20.000000000000,10.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
154,Test Panel 154,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
155,Test Panel 155,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
156,Test Panel 156,20.000000000000,30.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
157,Test Panel 157,18.000000000000,30.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
158,Test Panel 158,22.000000000000,30.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
159,Test Panel 159,20.000000000000,27.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
160,Test Panel 160,20.000000000000,33.00%,1.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
161,Test Panel 161,20.000000000000,30.00%,0.90%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
162,Test Panel 162,20.000000000000,30.00%,1.10%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
163,Test Panel 163,20.000000000000,30.00%,1.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
164,Test Panel 164,20.000000000000,30.00%,1.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
165,Test Panel 165,20.000000000000,30.00%,1.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
166,Test Panel 166,20.000000000000,30.00%,1.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
167,Test Panel 167,10.000000000000,5.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
168,Test Panel 168,9.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
169,Test Panel 169,11.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
170,Test Panel 170,10.000000000000,4.50%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
171,Test Panel 171,10.000000000000,5.50%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
172,Test Panel 172,10.000000000000,5.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
173,Test Panel 173,10.000000000000,5.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
174,Test Panel 174,10.000000000000,5.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
175,Test Panel 175,10.000000000000,5.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
176,Test Panel 176,10.000000000000,5.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
177,Test Panel 177,10.000000000000,5.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
178,Test Panel 178,10.000000000000,10.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
179,Test Panel 179,9.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
180,Test Panel 180,11.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
181,Test Panel 181,10.000000000000,9.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
182,Test Panel 182,10.000000000000,11.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
183,Test Panel 183,10.000000000000,10.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
184,Test Panel 184,10.000000000000,10.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
185,Test Panel 185,10.000000000000,10.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
186,Test Panel 186,10.000000000000,10.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
187,Test Panel 187,10.000000000000,10.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
188,Test Panel 188,10.000000000000,10.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
189,Test Panel 189,10.000000000000,20.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
190,Test Panel 190,9.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
191,Test Panel 191,11.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
192,Test Panel 192,10.000000000000,18.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
193,Test Panel 193,10.000000000000,22.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
194,Test Panel 194,10.000000000000,20.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
195,Test Panel 195,10.000000000000,20.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
196,Test Panel 196,10.000000000000,20.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
197,Test Panel 197,10.000000000000,20.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
198,Test Panel 198,10.000000000000,20.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
199,Test Panel 199,10.000000000000,20.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
200,Test Panel 200,10.000000000000,30.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
201,Test Panel 201,9.000000000000,30.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
202,Test Panel 202,11.000000000000,30.00%,0.70%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
203,Test Panel 203,10.000000000000,27.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
204,Test Panel 204,10.000000000000,33.00%,2.00%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
205,Test Panel 205,10.000000000000,30.00%,1.80%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
206,Test Panel 206,10.000000000000,30.00%,2.20%,500.000000000000,0.245000000000,98.000000000000,10.00000000000000%
207,Test Panel 207,10.000000000000,30.00%,2.00%,500.000000000000,0.220500000000,98.000000000000,10.00000000000000%
208,Test Panel 208,10.000000000000,30.00%,2.00%,500.000000000000,0.269500000000,98.000000000000,10.00000000000000%
209,Test Panel 209,10.000000000000,30.00%,2.00%,500.000000000000,0.245000000000,88.200000000000,9.00000000000000%
210,Test Panel 210,10.000000000000,30.00%,2.00%,500.000000000000,0.245000000000,107.800000000000,11.00000000000000%
211,Test Panel 211,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
212,Test Panel 212,18.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
213,Test Panel 213,22.000000000000,5.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
214,Test Panel 214,20.000000000000,4.50%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
215,Test Panel 215,20.000000000000,5.50%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
216,Test Panel 216,20.000000000000,5.00%,0.90%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
217,Test Panel 217,20.000000000000,5.00%,1.10%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
218,Test Panel 218,20.000000000000,5.00%,1.00%,500.000000000000,0.220500000000,196.000000000000,20.00000000000000%
219,Test Panel 219,20.000000000000,5.00%,1.00%,500.000000000000,0.269500000000,196.000000000000,20.00000000000000%
220,Test Panel 220,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,184.402045633360,18.81653526871020%
221,Test Panel 221,20.000000000000,5.00%,1.00%,500.000000000000,0.245000000000,225.380277996328,22.99798755064580%
222,Test Panel 222,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
223,Test Panel 223,18.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
224,Test Panel 224,22.000000000000,10.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
225,Test Panel 225,20.000000000000,9.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
226,Test Panel 226,20.000000000000,11.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
227,Test Panel 227,20.000000000000,10.00%,0.90%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
228,Test Panel 228,20.000000000000,10.00%,1.10%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
229,Test Panel 229,20.000000000000,10.00%,1.00%,500.000000000000,0.220500000000,196.000000000000,20.00000000000000%
230,Test Panel 230,20.000000000000,10.00%,1.00%,500.000000000000,0.269500000000,196.000000000000,20.00000000000000%
231,Test Panel 231,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,184.402045633360,18.81653526871020%
232,Test Panel 232,20.000000000000,10.00%,1.00%,500.000000000000,0.245000000000,225.380277996328,22.99798755064580%
233,Test Panel 233,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
234,Test Panel 234,18.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
235,Test Panel 235,22.000000000000,20.00%,0.70%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
236,Test Panel 236,20.000000000000,18.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
237,Test Panel 237,20.000000000000,22.00%,1.00%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
238,Test Panel 238,20.000000000000,20.00%,0.90%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
239,Test Panel 239,20.000000000000,20.00%,1.10%,500.000000000000,0.245000000000,196.000000000000,20.00000000000000%
240,Test Panel 240,20.000000000000,20.00%,1.00%,500.000000000000,0.220500000000,196.000000000000,20.00000000000000%
241,Test Panel 241,20.000000000000,20.00%,1.00%,500.000000000000,0.269500000000,196.000000000000,20.00000000000000%
242,Test Panel 242,20.000000000000,20.00%,1.00%,500.000000000000,0.245000000000,184.402045633360,18.81653526871020%
